car_angle,car_pos_x,car_pos_y,car_bot1_angle,car_bot1_pos_x,car_bot1_pos_y
0.0,62.0,60.0,0.0,4.0,-32.0,1.5707963705062866,32.0,4.0,3.1415927410125732,-4.0,32.0
0.0,62.0,60.0,-7.522871214860061e-13,4.0,-31.99546241760254,1.5197803974151611,31.861652374267578,4.084995746612549,3.1433722972869873,-3.9921653270721436,31.716392517089844
0.0,62.0,60.0,-1.2883272226815734e-09,4.0,-31.983591079711914,1.5193815231323242,31.849870681762695,4.086750030517578,3.143386125564575,-3.9921045303344727,31.70452117919922
0.0,62.0,60.0,-1.0820055962312836e-09,4.0,-31.96611213684082,1.5193486213684082,31.832414627075195,4.087531566619873,3.143383026123047,-3.9920902252197266,31.687042236328125
0.0,62.0,60.0,-8.754796887444627e-10,4.0,-31.943479537963867,1.5193848609924316,31.809804916381836,4.088392734527588,3.1433820724487305,-3.992058753967285,31.664409637451172
0.0,62.0,60.0,-6.653331219297343e-10,4.0,-31.91607093811035,1.519485592842102,31.782407760620117,4.089138507843018,3.1433773040771484,-3.992039442062378,31.637001037597656
0.0,62.0,60.0,-4.532152431124814e-10,4.0,-31.884145736694336,1.5196586847305298,31.750484466552734,4.089678764343262,3.1433701515197754,-3.992027521133423,31.60507583618164
0.0,62.0,60.0,-2.427777978653012e-10,4.0,-31.84791374206543,1.5199084281921387,31.714242935180664,4.089971542358398,3.143359899520874,-3.9920270442962646,31.568843841552734
0.0,62.0,60.0,-2.9394708889185495e-11,4.0,-31.807546615600586,1.520236611366272,31.67385482788086,4.089993000030518,3.1433465480804443,-3.9920380115509033,31.52847671508789
0.0,62.0,60.0,1.8388490730103513e-10,4.0,-31.763193130493164,1.5206435918807983,31.629472732543945,4.089731693267822,3.1433300971984863,-3.9920613765716553,31.48412322998047
0.0,62.0,60.0,3.943281257079434e-10,4.0,-31.714982986450195,1.521128535270691,31.581222534179688,4.089181423187256,3.143310546875,-3.9920969009399414,31.4359130859375
0.0,62.0,60.0,5.958882276502209e-10,4.0,-31.66303825378418,1.521689534187317,31.529224395751953,4.088343620300293,3.1432878971099854,-3.992145538330078,31.383968353271484
0.0,62.0,60.0,8.165046416763744e-10,4.0,-31.60746192932129,1.5223242044448853,31.473583221435547,4.087221145629883,3.1432623863220215,-3.99220609664917,31.328392028808594
0.0,62.0,60.0,1.0269389782990856e-09,4.0,-31.54835319519043,1.5230294466018677,31.41440200805664,4.085822105407715,3.1432340145111084,-3.992279052734375,31.269283294677734
0.0,62.0,60.0,1.2275149785523354e-09,4.0,-31.485803604125977,1.5238019227981567,31.351768493652344,4.0841546058654785,3.143203020095825,-3.992363214492798,31.20673370361328
0.0,62.0,60.0,1.441739616581117e-09,4.0,-31.419893264770508,1.5246381759643555,31.285770416259766,4.08222770690918,3.143169403076172,-3.9924590587615967,31.140823364257812
0.0,62.0,60.0,1.6487669007858585e-09,4.0,-31.3507022857666,1.5255260467529297,31.21648406982422,4.080098628997803,3.1431334018707275,-3.992565870285034,31.071632385253906
0.0,62.0,60.0,1.8584516148223429e-09,4.0,-31.27830696105957,1.5264700651168823,31.143985748291016,4.077735424041748,3.1430952548980713,-3.992682456970215,30.999235153198242
